"player_name";"team_id";"team_abbr";"max_game_date";"GP";"W";"L";"W_PCT";"MIN";"FGM";"FGA";"FG_PCT";"FG3M";"FG3A";"FG3_PCT";"FTM";"FTA";"FT_PCT";"OREB";"DREB";"REB";"AST";"TOV";"STL";"BLK";"BLKA";"PF";"PFD";"PTS";"PLUS_MINUS";"NBA_FANTASY_PTS";"DD2";"TD3";"WNBA_FANTASY_PTS";"GP_RANK";"W_RANK";"L_RANK";"W_PCT_RANK";"MIN_RANK";"FGM_RANK";"FGA_RANK";"FG_PCT_RANK";"FG3M_RANK";"FG3A_RANK";"FG3_PCT_RANK";"FTM_RANK";"FTA_RANK";"FT_PCT_RANK";"OREB_RANK";"DREB_RANK";"REB_RANK";"AST_RANK";"TOV_RANK";"STL_RANK";"BLK_RANK";"BLKA_RANK";"PF_RANK";"PFD_RANK";"PTS_RANK";"PLUS_MINUS_RANK";"NBA_FANTASY_PTS_RANK";"DD2_RANK";"TD3_RANK";"WNBA_FANTASY_PTS_RANK"
"Tre Jones";1610612759;"SAS";"2024-04-02";71;17;54;0.239;1933.7133333333331;268;527;0.509;59;168;0.351;99;113;0.876;53;201;254;438;103;69;8;27;85;125;694;-47;1784;4;1;1599;1;3;4;4;2;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;3;2;2;2;2;2;2;2
"Luke Kennard";1610612763;"MEM";"2024-04-01";38;14;24;0.368;972.0966666666668;140;311;0.45;106;236;0.449;40;45;0.889;11;99;110;132;52;20;2;11;39;29;426;-174;770;0;0;818;5;7;5;8;5;6;6;4;2;3;3;5;5;5;5;5;5;2;4;5;7;3;2;6;6;8;5;4;1;5
"Maxwell Lewis";1610612747;"LAL";"2024-04-02";29;15;14;0.517;94.315;4;19;0.211;1;7;0.143;0;0;0.0;2;2;4;5;8;2;1;3;4;1;9;-71;22;0;0;25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Damian Lillard";1610612749;"MIL";"2024-03-28";68;46;22;0.676;2401.488333333333;510;1198;0.426;210;586;0.358;429;465;0.923;34;264;298;480;173;68;15;83;124;327;1659;391;2813;12;0;2813;8;4;2;1;9;11;11;9;9;7;10;7;7;2;9;4;6;8;11;6;11;6;6;9;10;2;9;6;3;10
"Chris Livingston";1610612749;"MIL";"2024-03-24";17;11;6;0.647;71.82333333333334;8;18;0.444;1;4;0.25;2;2;1.0;2;13;15;5;4;2;0;3;11;1;19;-12;47;0;0;44;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Brook Lopez";1610612749;"MIL";"2024-04-02";72;46;26;0.639;2213.963333333333;327;679;0.482;130;363;0.358;99;119;0.832;102;273;375;119;68;42;176;17;176;107;883;320;2098;4;0;1943;10;4;8;6;9;11;11;11;4;4;4;13;13;5;10;10;10;6;12;8;3;5;7;13;11;4;10;8;1;10
"Kyle Lowry";-1;"TOT";"2024-04-02";56;28;28;0.5;1587.7833333333333;155;361;0.429;93;239;0.389;61;73;0.836;33;147;180;237;80;57;20;17;136;101;464;-44;1187;3;0;1128;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;1;1;2
"Kyle Lowry";1610612755;"PHI";"2024-04-02";19;7;12;0.368;550.72;52;119;0.437;31;78;0.397;26;31;0.839;8;43;51;90;27;18;5;4;42;39;161;-57;399;2;0;379;19;19;3;16;19;19;19;4;17;17;3;19;19;8;20;19;19;19;19;19;19;2;2;19;19;18;19;13;14;19
"Seth Lundy";1610612737;"ATL";"2024-01-24";9;2;7;0.222;51.98333333333333;4;17;0.235;3;13;0.231;3;4;0.75;1;6;7;0;1;0;0;2;6;3;14;-13;21;0;0;24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Tyrese Maxey";1610612755;"PHI";"2024-03-29";65;38;27;0.585;2436.218333333333;582;1307;0.445;196;524;0.374;306;354;0.864;33;205;238;404;111;65;31;83;139;267;1666;229;2735;8;0;2696;2;4;3;4;2;1;1;4;1;1;3;1;1;3;1;2;2;1;1;1;2;4;3;1;1;2;1;1;1;1
"Skylar Mays";-1;"TOT";"2024-03-27";35;13;22;0.371;427.655;63;158;0.399;16;54;0.296;13;17;0.765;10;33;43;84;20;20;4;10;26;18;155;-106;385;2;0;346;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Skylar Mays";1610612747;"LAL";"2024-03-27";14;7;7;0.5;71.48833333333333;10;20;0.5;2;5;0.4;0;0;0.0;1;5;6;9;2;6;1;1;6;2;22;-12;62;0;0;53;4;3;2;3;5;5;5;1;5;5;2;5;5;5;5;5;5;5;5;4;3;1;1;5;5;2;5;4;1;5
"Skylar Mays";1610612757;"POR";"2024-01-03";21;6;15;0.286;356.1666666666667;53;138;0.384;14;49;0.286;13;17;0.765;9;28;37;75;18;14;3;9;20;16;133;-94;323;2;0;293;3;4;5;4;1;1;1;5;1;1;5;2;2;4;2;1;1;1;1;1;1;5;5;2;1;5;1;1;1;1
"De'Anthony Melton";1610612755;"PHI";"2024-02-27";36;23;13;0.639;1002.165;136;348;0.391;75;207;0.362;66;79;0.835;27;110;137;110;39;56;16;21;82;57;413;214;919;0;0;879;6;5;1;3;5;5;5;5;4;4;4;4;4;1;5;5;5;6;6;6;6;2;1;5;5;2;5;3;1;5
"Khris Middleton";1610612749;"MIL";"2024-04-02";50;30;20;0.6;1352.746666666667;288;590;0.488;87;230;0.378;92;110;0.836;36;196;232;264;110;45;15;22;130;102;755;156;1499;5;1;1458;9;8;5;7;9;9;9;2;9;9;7;9;9;12;9;9;9;7;9;9;5;4;4;9;9;6;9;4;1;9
"Patty Mills";-1;"TOT";"2024-03-29";30;14;16;0.467;396.08166666666665;44;124;0.355;23;81;0.284;9;9;1.0;9;25;34;33;16;20;1;4;30;17;120;32;257;0;0;252;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Patty Mills";1610612737;"ATL";"2024-02-07";19;9;10;0.474;201.91666666666663;19;51;0.373;13;34;0.382;0;0;0.0;5;15;20;14;8;9;1;1;17;5;51;-39;118;0;0;118;13;14;4;12;14;15;15;15;14;15;9;16;16;16;13;14;14;15;14;15;12;1;4;15;15;14;15;3;1;15
"Donovan Mitchell";1610612739;"CLE";"2024-03-31";51;34;17;0.667;1795.455;470;1015;0.463;169;458;0.369;258;298;0.866;43;221;264;311;144;89;25;52;111;220;1367;309;2348;6;0;2339;7;7;2;2;6;7;7;2;7;7;3;6;6;2;7;6;6;3;7;5;4;4;1;7;7;4;6;1;1;6
"Evan Mobley";1610612739;"CLE";"2024-04-02";44;27;17;0.614;1349.8133333333333;287;487;0.589;18;47;0.383;107;152;0.704;101;326;427;140;79;39;65;34;122;124;699;29;1654;21;0;1492;3;3;1;1;3;3;3;1;3;3;1;3;3;1;3;3;3;3;3;3;3;1;1;3;3;3;3;2;1;3
"Isaiah Mobley";1610612739;"CLE";"2024-03-13";6;1;5;0.167;50.855;5;13;0.385;2;7;0.286;0;0;0.0;0;6;6;6;1;1;0;0;5;0;12;-9;30;0;0;28;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;1;1;2
"Ja Morant";1610612763;"MEM";"2024-01-05";9;6;3;0.667;317.925;80;170;0.471;14;51;0.275;52;64;0.813;6;44;50;73;27;7;5;16;19;48;226;11;405;3;0;387;5;5;1;1;5;5;5;3;5;5;5;5;5;1;5;5;5;5;5;5;5;1;1;5;5;4;5;5;5;5
"Marcus Morris Sr.";-1;"TOT";"2024-04-02";45;26;19;0.578;776.705;111;252;0.44;47;115;0.409;35;42;0.833;21;108;129;35;28;15;13;6;69;36;304;-41;567;0;0;571;3;2;1;1;3;3;3;1;3;3;1;3;3;1;3;3;3;3;3;3;3;1;1;3;3;2;3;2;1;3
"Marcus Morris Sr.";1610612739;"CLE";"2024-04-02";8;4;4;0.5;139.88333333333333;21;47;0.447;11;25;0.44;4;6;0.667;3;17;20;9;9;2;2;0;8;5;57;-32;98;0;0;105;16;16;1;10;15;15;16;2;15;15;2;16;16;13;16;15;15;15;15;15;15;1;1;16;15;11;15;9;1;15
"Marcus Morris Sr.";1610612755;"PHI";"2024-02-05";37;22;15;0.595;636.8216666666667;90;205;0.439;36;90;0.4;31;36;0.861;18;91;109;26;19;13;11;6;61;31;247;-9;470;0;0;466;12;11;4;4;12;12;12;6;12;12;4;12;13;2;12;12;12;13;14;13;13;4;5;12;12;8;12;9;1;12
"Dejounte Murray";1610612737;"ATL";"2024-04-01";72;33;39;0.458;2566.398333333333;622;1346;0.462;186;508;0.366;196;244;0.803;53;331;384;455;180;103;23;63;126;178;1626;-100;2967;17;0;2903;3;3;7;5;2;1;1;2;1;1;3;1;2;2;5;5;5;2;1;4;2;7;3;2;1;6;2;2;4;2
"Jamal Murray";1610612743;"DEN";"2024-03-21";54;40;14;0.741;1732.72;428;902;0.475;127;303;0.419;147;172;0.855;38;184;222;360;114;52;33;50;99;150;1130;245;2077;11;0;2009;6;4;1;1;6;4;4;2;5;7;1;5;5;5;6;5;5;3;5;6;1;5;2;6;4;3;4;1;2;4
"Kris Murray";1610612757;"POR";"2024-04-01";55;10;45;0.182;1094.3666666666666;117;292;0.401;39;145;0.269;27;43;0.628;59;116;175;72;44;49;16;23;72;44;300;-120;769;1;0;716;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Zeke Nnaji";1610612743;"DEN";"2024-03-17";53;37;16;0.698;521.6783333333333;61;136;0.449;5;21;0.238;42;59;0.712;58;53;111;30;27;13;37;21;73;75;169;-162;470;0;0;415;1;1;2;2;3;3;3;4;4;4;4;1;3;2;2;3;3;1;2;3;1;4;2;1;3;4;3;2;1;3
"Jordan Nwora";-1;"TOT";"2024-04-02";46;13;33;0.283;608.33;118;260;0.454;37;115;0.322;37;43;0.86;20;96;116;51;43;25;10;15;45;38;310;-142;588;0;0;584;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;2;2;1;2
"Jordan Nwora";1610612761;"TOR";"2024-04-02";28;5;23;0.179;425.8183333333333;81;178;0.455;26;79;0.329;28;32;0.875;12;71;83;33;31;19;9;12;26;27;216;-126;418;0;0;414;4;6;5;6;4;3;4;3;5;4;5;4;4;1;4;4;4;4;4;2;2;2;3;4;4;5;4;4;1;4
"Chuma Okeke";1610612753;"ORL";"2024-03-30";43;22;21;0.512;420.73;39;109;0.358;23;80;0.288;4;7;0.571;18;60;78;19;15;9;7;2;19;4;105;-73;260;0;0;257;3;1;2;1;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;4;1;4;2;1;4
"Onyeka Okongwu";1610612737;"ATL";"2024-03-21";55;23;32;0.418;1404.736666666667;223;365;0.611;23;69;0.333;92;116;0.793;145;231;376;74;45;26;60;27;162;91;561;-34;1336;8;0;1206;2;4;3;4;2;2;2;4;1;1;1;2;2;1;2;2;2;2;2;3;2;3;3;2;2;3;2;2;1;2
"Isaac Okoro";1610612739;"CLE";"2024-03-29";65;39;26;0.6;1781.0083333333334;224;461;0.486;80;206;0.388;83;122;0.68;65;131;196;126;54;55;33;36;136;108;611;20;1245;0;0;1189;4;2;1;2;3;2;2;2;1;2;1;3;3;4;3;3;3;2;3;4;1;3;1;3;2;3;2;2;1;2
"Kelly Oubre Jr.";1610612755;"PHI";"2024-04-02";62;34;28;0.548;1856.7133333333331;347;792;0.438;91;292;0.312;157;208;0.755;88;215;303;89;78;71;40;80;180;161;942;-62;1694;4;0;1647;5;4;2;2;4;4;4;5;5;5;8;4;3;7;1;5;4;2;3;3;2;10;6;4;5;5;4;3;1;4
"Jakob Poeltl";1610612761;"TOR";"2024-03-03";50;21;29;0.42;1319.1083333333331;248;378;0.656;0;0;0.0;59;107;0.551;146;283;429;127;77;35;76;37;149;99;555;-17;1516;20;0;1333;7;7;4;8;4;4;5;2;3;4;3;5;4;4;6;3;3;4;5;6;5;8;6;5;5;8;3;2;1;3
"Michael Porter Jr.";1610612743;"DEN";"2024-04-02";75;53;22;0.707;2381.995;487;996;0.489;207;512;0.404;85;103;0.825;100;432;532;113;85;40;49;35;135;90;1266;418;2256;14;0;2296;1;1;5;1;1;1;1;3;1;1;4;3;3;2;1;1;1;1;1;1;2;5;5;2;1;1;1;2;1;1
"Bobby Portis";1610612749;"MIL";"2024-04-02";75;47;28;0.627;1818.486666666667;411;822;0.5;86;223;0.386;94;120;0.783;126;422;548;89;79;59;28;28;176;97;1002;8;1975;14;0;1899;1;1;6;4;2;2;2;2;3;3;4;3;3;2;4;3;3;4;4;1;2;5;10;4;2;5;3;3;1;3
"Cam Reddish";1610612747;"LAL";"2024-03-31";46;27;19;0.587;960.6783333333332;89;228;0.39;36;108;0.333;41;54;0.759;26;71;97;47;31;47;14;18;62;44;255;-33;594;0;0;557;2;1;5;1;2;4;4;5;3;4;2;4;4;7;2;3;3;2;5;2;2;4;5;4;4;2;3;1;1;3
"Paul Reed";1610612755;"PHI";"2024-04-02";76;41;35;0.539;1463.4483333333333;236;441;0.535;20;54;0.37;59;80;0.738;180;268;448;95;60;57;78;37;184;91;551;39;1576;6;0;1384;1;2;4;4;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1
"Derrick Rose";1610612763;"MEM";"2024-02-28";24;6;18;0.25;399.3366666666666;76;165;0.461;15;41;0.366;24;27;0.889;7;38;45;78;31;8;2;15;21;31;191;-33;361;0;0;349;13;14;9;17;12;13;13;7;13;14;4;15;15;4;15;12;12;12;13;13;15;5;7;12;13;10;13;11;2;13
"Rayan Rupert";1610612757;"POR";"2024-04-01";32;5;27;0.156;404.9283333333333;41;107;0.383;19;46;0.413;15;19;0.789;16;45;61;41;21;7;2;12;39;16;116;-80;257;0;0;255;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"D'Angelo Russell";1610612747;"LAL";"2024-04-02";70;42;28;0.6;2267.2116666666666;458;995;0.46;208;494;0.421;147;180;0.817;28;187;215;446;145;63;33;34;147;163;1271;142;2341;9;0;2332;3;1;7;2;2;2;2;3;2;3;1;3;5;4;5;5;5;3;7;4;1;8;11;4;2;3;2;3;2;2
"Marcus Sasser";1610612765;"DET";"2024-03-27";64;10;54;0.156;1136.6933333333334;181;419;0.432;74;195;0.379;48;55;0.873;8;103;111;204;72;38;9;22;94;63;484;-193;992;1;0;967;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Admiral Schofield";1610612753;"ORL";"2024-03-30";21;14;7;0.667;78.85833333333333;9;24;0.375;5;15;0.333;0;2;0.0;2;13;15;6;4;1;0;3;8;3;23;-18;49;0;0;51;4;1;1;1;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;1;1;4;4;1;4;1;1;4
"Dennis Schroder";-1;"TOT";"2024-04-01";76;27;49;0.355;2348.095;382;873;0.438;134;349;0.384;163;197;0.827;35;182;217;456;146;61;16;60;154;172;1061;-158;2090;7;0;2022;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1
"Dennis Schroder";1610612751;"BKN";"2024-04-01";25;9;16;0.36;789.52;135;314;0.43;57;129;0.442;36;48;0.75;13;64;77;143;63;15;8;20;49;54;363;-128;676;1;0;686;12;12;2;10;11;11;11;7;10;11;1;11;11;12;11;11;11;11;11;12;7;3;2;12;11;11;11;9;1;11
"Dennis Schroder";1610612761;"TOR";"2024-02-07";51;18;33;0.353;1558.575;247;559;0.442;77;220;0.35;127;149;0.852;22;118;140;313;83;46;8;40;105;118;698;-30;1415;6;0;1336;9;11;10;11;8;10;10;3;4;7;4;9;9;4;8;10;10;7;10;8;7;4;4;10;10;8;9;2;1;9
"Shaedon Sharpe";1610612757;"POR";"2024-01-11";32;8;24;0.25;1059.0183333333334;176;434;0.406;60;180;0.333;98;119;0.824;42;118;160;94;72;28;12;33;88;114;510;-246;891;1;0;904;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;2;1;2;1;1;2
"Ben Simmons";1610612751;"BKN";"2024-02-26";15;7;8;0.467;358.9166666666667;43;74;0.581;0;0;0.0;6;15;0.4;31;88;119;86;27;12;9;3;36;21;92;-38;400;3;0;339;6;6;1;6;6;6;6;1;3;6;3;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6
"Anfernee Simons";1610612757;"POR";"2024-03-22";46;11;35;0.239;1581.743333333333;360;837;0.43;156;405;0.385;163;178;0.916;22;145;167;255;126;23;5;51;98;127;1039;-330;1580;3;0;1673;5;6;4;6;3;2;2;4;3;3;3;1;2;1;3;1;1;1;2;4;5;6;3;2;2;6;2;1;1;2
"Jabari Smith Jr.";1610612745;"HOU";"2024-04-02";69;36;33;0.522;2188.195;339;747;0.454;122;336;0.363;140;170;0.824;131;442;573;101;83;50;52;51;186;126;940;-46;2002;16;0;1940;2;1;1;1;2;2;2;1;1;2;1;2;2;1;1;2;1;1;2;1;2;2;1;2;2;1;2;1;1;2
"Jeremy Sochan";1610612759;"SAS";"2024-03-29";74;18;56;0.243;2193.095;340;776;0.438;70;227;0.308;111;144;0.771;137;339;476;249;140;62;40;67;168;131;861;-344;1972;7;0;1860;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1
"Isaiah Stewart";1610612765;"DET";"2024-03-18";46;9;37;0.196;1422.8166666666666;186;382;0.487;67;175;0.383;64;85;0.753;74;231;305;73;66;17;38;17;99;82;503;-133;1078;5;0;1058;4;4;1;4;3;4;4;3;1;2;1;3;4;1;4;4;4;2;4;4;3;1;1;4;4;2;4;4;1;4
"Jalen Suggs";1610612753;"ORL";"2024-04-01";68;40;28;0.588;1826.775;301;648;0.465;142;355;0.4;102;133;0.767;44;166;210;186;127;97;43;21;184;155;846;68;1670;0;0;1664;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;3;2;1;1;1;2;1;1
"Dalen Terry";1610612741;"CHI";"2024-04-01";53;24;29;0.453;565.31;51;123;0.415;14;62;0.226;21;34;0.618;24;71;95;71;26;21;11;4;65;27;137;44;428;0;0;381;1;1;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1
"Cam Thomas";1610612751;"BKN";"2024-04-01";60;20;40;0.333;1860.07;472;1066;0.443;125;344;0.363;251;295;0.851;25;167;192;177;110;43;13;70;130;245;1320;-187;1874;0;0;1926;2;3;3;3;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;3;3;1;1;3;1;1;1;1
"Amen Thompson";1610612745;"HOU";"2024-04-02";56;27;29;0.482;1202.8866666666668;209;398;0.525;8;56;0.143;90;134;0.672;126;232;358;135;78;70;34;34;129;117;516;11;1382;10;0;1225;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Ausar Thompson";1610612765;"DET";"2024-03-09";63;10;53;0.159;1582.805;232;480;0.483;21;113;0.186;71;119;0.597;129;273;402;120;84;68;59;33;175;118;556;-231;1515;2;0;1353;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Tristan Thompson";1610612739;"CLE";"2024-04-02";46;28;18;0.609;534.8116666666666;70;111;0.631;0;1;0.0;15;50;0.3;71;99;170;51;29;12;14;10;59;55;155;12;485;1;0;428;10;5;3;4;11;12;12;1;3;7;3;13;12;14;12;11;11;8;11;11;11;3;4;11;12;5;11;11;1;11
"Jarred Vanderbilt";1610612747;"LAL";"2024-02-01";29;14;15;0.483;581.2366666666667;59;114;0.518;8;27;0.296;24;36;0.667;41;97;138;36;28;36;5;13;43;40;150;43;465;0;0;414;4;5;5;6;5;5;5;6;3;3;3;5;5;3;5;5;5;5;5;4;5;5;4;5;5;2;5;5;1;5
"Devin Vassell";1610612759;"SAS";"2024-03-29";68;17;51;0.25;2247.7433333333333;498;1056;0.472;166;446;0.372;161;201;0.801;27;234;261;277;108;73;23;34;74;152;1323;-291;2232;0;0;2219;2;3;4;4;1;1;1;1;1;1;2;1;1;3;2;2;2;1;1;2;2;4;2;1;1;3;1;2;1;1
"Nikola Vucevic";1610612741;"CHI";"2024-04-01";71;34;37;0.479;2428.1766666666667;542;1128;0.48;84;294;0.286;96;117;0.821;194;562;756;238;114;48;57;45;180;135;1264;-171;2729;42;0;2552;7;4;6;5;5;5;5;7;5;3;11;8;10;4;4;7;7;3;8;11;7;9;10;8;5;10;5;6;6;5
"Franz Wagner";1610612753;"ORL";"2024-04-01";67;41;26;0.612;2187.805;488;1017;0.48;88;311;0.283;246;291;0.845;65;292;357;254;131;70;26;73;157;257;1310;180;2276;0;0;2201;3;1;1;1;3;2;2;2;3;2;3;2;2;2;3;1;1;2;2;2;2;1;1;2;2;1;2;3;1;2
"Moritz Wagner";1610612753;"ORL";"2024-04-01";73;43;30;0.589;1300.06;300;500;0.6;36;106;0.34;152;190;0.8;109;211;320;91;90;35;20;38;146;175;788;79;1384;3;0;1345;1;1;5;2;1;1;1;1;3;3;2;2;1;6;1;1;1;1;1;2;1;8;7;1;1;1;1;1;1;1
"Jabari Walker";1610612757;"POR";"2024-04-01";66;16;50;0.242;1506.3416666666667;212;447;0.474;35;124;0.282;110;146;0.753;129;295;424;65;59;40;21;52;157;118;569;-296;1299;7;0;1215;1;2;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1
"Lonnie Walker IV";1610612751;"BKN";"2024-04-01";54;22;32;0.407;912.3233333333334;193;451;0.428;100;251;0.398;43;57;0.754;11;102;113;67;47;29;16;21;67;42;529;61;853;0;0;899;5;5;3;5;5;4;4;2;2;3;2;5;5;5;5;4;4;4;3;4;3;2;2;5;4;1;4;1;1;4
"TyTy Washington Jr.";1610612749;"MIL";"2024-02-13";5;3;2;0.6;20.683333333333334;1;7;0.143;1;3;0.333;0;0;0.0;0;1;1;1;2;2;0;0;0;1;3;-3;10;0;0;10;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;1;2
"Victor Wembanyama";1610612759;"SAS";"2024-04-02";67;16;51;0.239;1961.6016666666667;514;1108;0.464;115;361;0.319;277;349;0.794;154;552;706;248;241;86;235;25;149;357;1420;-150;3361;40;2;3131;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Blake Wesley";1610612759;"SAS";"2024-04-02";55;15;40;0.273;744.98;85;179;0.475;8;43;0.186;44;68;0.647;16;61;77;148;42;26;9;14;80;42;222;-128;599;0;0;525;1;1;2;1;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;1;1;2;1;1;1;1;1;1;1
"Coby White";1610612741;"CHI";"2024-04-01";73;34;39;0.466;2680.61;499;1123;0.444;202;527;0.383;208;247;0.842;42;299;341;379;155;49;17;63;174;283;1408;-46;2429;5;0;2462;2;2;3;3;1;1;1;1;1;1;2;1;1;4;1;1;1;1;2;2;1;5;4;1;1;3;1;1;1;1
"Dariq Whitehead";1610612751;"BKN";"2023-12-27";2;1;1;0.5;23.98333333333333;1;5;0.2;0;3;0.0;1;2;0.5;0;4;4;3;0;0;1;1;0;1;3;-22;15;0;0;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Cam Whitmore";1610612745;"HOU";"2024-04-02";40;16;24;0.4;723.4;180;389;0.463;66;181;0.365;61;94;0.649;38;115;153;19;39;27;11;28;50;63;487;-38;774;1;0;801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Patrick Williams";1610612741;"CHI";"2024-01-25";43;19;24;0.442;1174.085;159;359;0.443;59;148;0.399;52;66;0.788;46;120;166;66;57;40;33;28;87;52;429;-14;889;0;0;866;3;3;2;3;3;3;3;4;2;2;3;3;3;2;3;3;3;3;3;3;3;2;2;3;3;1;3;4;1;3
"Vince Williams Jr.";1610612763;"MEM";"2024-03-08";52;18;34;0.346;1436.53;169;379;0.446;79;209;0.378;104;130;0.8;59;231;290;175;92;47;34;22;135;133;521;-91;1283;3;0;1227;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1
"Jalen Wilson";1610612751;"BKN";"2024-04-01";37;11;26;0.297;519.655;59;138;0.428;19;56;0.339;30;34;0.882;37;58;95;38;15;7;1;10;38;25;167;-1;347;1;0;335;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Dylan Windler";-1;"TOT";"2024-03-30";16;9;7;0.563;82.01;11;23;0.478;9;20;0.45;0;0;0.0;1;12;13;9;1;2;0;0;5;1;31;4;65;0;0;66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Dylan Windler";1610612737;"ATL";"2024-03-30";5;3;2;0.6;46.88333333333333;6;12;0.5;4;10;0.4;0;0;0.0;1;8;9;2;1;2;0;0;2;1;16;-3;35;0;0;35;4;4;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;4;3;3;3;1;3;3;3;4;3;2;1;3
"Dylan Windler";1610612747;"LAL";"2024-02-25";8;4;4;0.5;27.69333333333333;4;9;0.444;4;8;0.5;0;0;0.0;0;3;3;6;0;0;0;0;2;0;12;-1;25;0;0;25;3;3;4;5;4;4;4;4;3;4;1;3;3;3;4;4;4;3;5;5;3;1;3;4;4;2;4;2;1;4
